Macrotrends Data Download

Kentucky Murder/Homicide Rate 1979-2018
Original Source: FBI - Crime in the U.S.

DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED "AS IS" AND SOLELY
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.


ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, , KY, US
1979-12-31,9.4982,9.7502
1980-12-31,8.8151,10.2241
1981-12-31,8.413,9.8141
1982-12-31,9.6809,9.0692
1983-12-31,9.8008,8.2586
1984-12-31,6.5539,7.9262
1985-12-31,6.8706,7.9757
1986-12-31,6.6524,8.584
1987-12-31,7.5127,8.2942
1988-12-31,6.1543,8.4561
1989-12-31,7.8616,8.7108
1990-12-31,7.1636,9.3953
1991-12-31,6.8139,9.7968
1992-12-31,5.7523,9.3166
1993-12-31,6.5717,9.5142
1994-12-31,6.3758,8.9603
1995-12-31,7.1503,8.2214
1996-12-31,5.8702,7.4068
1997-12-31,5.8342,6.8006
1998-12-31,6.0213,6.2809
1999-12-31,5.1252,5.6922
2000-12-31,4.7751,5.5383
2001-12-31,4.4485,5.6208
2002-12-31,4.6701,5.6356
2003-12-31,4.3951,5.6838
2004-12-31,5.698,5.4989
2005-12-31,4.5535,5.6457
2006-12-31,4.1131,5.7813
2007-12-31,4.8568,5.6786
2008-12-31,4.7081,5.4151
2009-12-31,4.2651,5.0159
2010-12-31,4.3246,4.7593
2011-12-31,3.4579,4.7053
2012-12-31,4.5893,4.7331
2013-12-31,3.9095,4.5242
2014-12-31,3.7166,4.4414
2015-12-31,4.9496,4.9496
2016-12-31,5.9737,5.3843
2017-12-31,5.9499,5.3188
2018-12-31,5.4606,4.9559
