Macrotrends Data Download

Tennessee Murder/Homicide Rate 1979-2018
Original Source: FBI - Crime in the U.S.

DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED "AS IS" AND SOLELY
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.


ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, , TN, US
1979-12-31,9.8174,9.7502
1980-12-31,10.7577,10.2241
1981-12-31,9.718,9.8141
1982-12-31,9.7183,9.0692
1983-12-31,8.7513,8.2586
1984-12-31,8.3528,7.9262
1985-12-31,9.0088,7.9757
1986-12-31,10.431,8.584
1987-12-31,9.1452,8.2942
1988-12-31,9.3718,8.4561
1989-12-31,8.4413,8.7108
1990-12-31,10.4774,9.3953
1991-12-31,11.0438,9.7968
1992-12-31,10.3503,9.3166
1993-12-31,10.2177,9.5142
1994-12-31,9.314,8.9603
1995-12-31,10.5974,8.2214
1996-12-31,9.4549,7.4068
1997-12-31,9.5194,6.8006
1998-12-31,8.4699,6.2809
1999-12-31,7.1304,5.6922
2000-12-31,7.2065,5.5383
2001-12-31,7.3573,5.6208
2002-12-31,7.2541,5.6356
2003-12-31,6.7748,5.6838
2004-12-31,6.0577,5.4989
2005-12-31,7.2367,5.6457
2006-12-31,6.9385,5.7813
2007-12-31,6.5782,5.6786
2008-12-31,6.6292,5.4151
2009-12-31,7.433,5.0159
2010-12-31,5.6469,4.7593
2011-12-31,5.9377,4.7053
2012-12-31,6.1968,4.7331
2013-12-31,5.156,4.5242
2014-12-31,5.6355,4.4414
2015-12-31,6.3381,4.9496
2016-12-31,7.4443,5.3843
2017-12-31,8.0193,5.3188
2018-12-31,7.356,4.9559
